VILLCODE,site_id,village,household_no,people_total
65000080015,新北市鶯歌區,鳳鳴里,2437,6111
65000080016,新北市鶯歌區,鳳福里,1945,4484
65000080017,新北市鶯歌區,永吉里,1679,5189
65000080018,新北市鶯歌區,中湖里,2064,5895
65000080019,新北市鶯歌區,鳳祥里,1660,4571
65000080020,新北市鶯歌區,建國里,2750,7600
65000090001,新北市三峽區,三峽里,125,320
65000090002,新北市三峽區,秀川里,286,684
65000090003,新北市三峽區,八張里,1560,4255
65000090004,新北市三峽區,中埔里,1399,3759
65000090005,新北市三峽區,弘道里,418,1174
65000090006,新北市三峽區,永舘里,2852,7741
65000090007,新北市三峽區,礁溪里,2422,6283
65000090008,新北市三峽區,鳶山里,4055,10625
65000090009,新北市三峽區,龍埔里,4042,10538
65000090010,新北市三峽區,大埔里,1517,4293
65000090011,新北市三峽區,嘉添里,811,2354
65000090012,新北市三峽區,添福里,437,1176
65000090013,新北市三峽區,金圳里,231,531
65000090014,新北市三峽區,五寮里,362,860
65000090015,新北市三峽區,插角里,356,684
65000090016,新北市三峽區,有木里,359,725
65000090017,新北市三峽區,溪北里,902,2411
65000090018,新北市三峽區,溪南里,550,1568
65000090019,新北市三峽區,溪東里,1096,3166
65000090020,新北市三峽區,成福里,325,980
65000090021,新北市三峽區,安坑里,579,1441
65000090022,新北市三峽區,竹崙里,896,2060
65000090023,新北市三峽區,介壽里,2774,7026
65000090024,新北市三峽區,安溪里,2815,7762
65000090025,新北市三峽區,中正里,1815,5464
65000090026,新北市三峽區,二鬮里,1388,3744
65000090027,新北市三峽區,龍學里,7157,16904
65000090028,新北市三峽區,龍恩里,3280,7752
65000100001,新北市淡水區,中和里,220,619
65000100002,新北市淡水區,屯山里,364,1115
65000100003,新北市淡水區,賢孝里,645,1605
65000100004,新北市淡水區,興仁里,678,1637
65000100005,新北市淡水區,蕃薯里,513,1073
65000100006,新北市淡水區,義山里,1099,2715
65000100007,新北市淡水區,忠山里,365,900
65000100008,新北市淡水區,崁頂里,11095,21924
65000100009,新北市淡水區,埤島里,870,1952
65000100010,新北市淡水區,新興里,3388,7888
65000100011,新北市淡水區,水碓里,2314,5985
65000100012,新北市淡水區,北投里,5101,11569
65000100013,新北市淡水區,水源里,897,2198
65000100014,新北市淡水區,忠寮里,437,1197
65000100015,新北市淡水區,樹興里,749,1494
65000100016,新北市淡水區,坪頂里,623,1361
65000100017,新北市淡水區,福德里,3564,7198
65000100018,新北市淡水區,竹圍里,3017,6316
65000100019,新北市淡水區,民生里,3548,7322
65000100020,新北市淡水區,八勢里,3717,6757
65000100021,新北市淡水區,竿蓁里,6028,11400
65000100022,新北市淡水區,鄧公里,2689,6375
65000100023,新北市淡水區,中興里,1751,4135
65000100024,新北市淡水區,長庚里,648,1457
65000100025,新北市淡水區,清文里,493,1188
65000100026,新北市淡水區,草東里,339,754
65000100027,新北市淡水區,協元里,618,1517
65000100028,新北市淡水區,永吉里,407,909
65000100029,新北市淡水區,民安里,288,709
65000100030,新北市淡水區,新生里,222,427
65000100031,新北市淡水區,文化里,808,1836
65000100032,新北市淡水區,油車里,2420,5638
65000100033,新北市淡水區,沙崙里,2129,4772
65000100034,新北市淡水區,新義里,1557,4300
65000100035,新北市淡水區,新春里,3922,9652
65000100036,新北市淡水區,新民里,2054,4911
65000100037,新北市淡水區,正德里,2164,4971
65000100038,新北市淡水區,北新里,1437,2959
65000100039,新北市淡水區,民權里,2302,4740
65000100040,新北市淡水區,幸福里,1610,3996
65000100041,新北市淡水區,學府里,2260,4850
65000100042,新北市淡水區,大庄里,5358,10648
65000110001,新北市汐止區,義民里,640,1375
65000110002,新北市汐止區,禮門里,536,1140
65000110003,新北市汐止區,智慧里,2247,4828
65000110004,新北市汐止區,信望里,164,346
65000110005,新北市汐止區,橋東里,1453,3496
65000110006,新北市汐止區,秀峰里,2835,5755
65000110007,新北市汐止區,新昌里,2364,5656
65000110008,新北市汐止區,復興里,3350,7353
65000110009,新北市汐止區,茄苳里,1794,4770
65000110010,新北市汐止區,長安里,700,1672
65000110011,新北市汐止區,保安里,674,1687
65000110012,新北市汐止區,保長里,2169,5029
65000110013,新北市汐止區,鄉長里,918,2338
65000110014,新北市汐止區,江北里,2587,6250
65000110015,新北市汐止區,拱北里,2191,5335
65000110016,新北市汐止區,烘內里,781,1582
65000110017,新北市汐止區,八連里,459,1004
65000110018,新北市汐止區,樟樹里,957,2198
65000110019,新北市汐止區,北峰里,2252,5180
65000110020,新北市汐止區,北山里,2736,5842
65000110021,新北市汐止區,白雲里,1910,4605
65000110022,新北市汐止區,橫科里,2160,4716
65000110023,新北市汐止區,東山里,281,620
65000110024,新北市汐止區,福山里,1779,3722
65000110025,新北市汐止區,宜興里,1491,3006
65000110026,新北市汐止區,中興里,3672,7914
65000110027,新北市汐止區,湖光里,3059,6230
65000110028,新北市汐止區,仁德里,856,1866
65000110029,新北市汐止區,厚德里,3184,7700
65000110030,新北市汐止區,忠孝里,3884,8356
65000110031,新北市汐止區,自強里,2648,6151
65000110032,新北市汐止區,文化里,2054,4837
65000110033,新北市汐止區,金龍里,2534,5448
65000110034,新北市汐止區,福德里,1549,3350
65000110035,新北市汐止區,興福里,1474,3207
65000110036,新北市汐止區,康福里,2749,5247
65000110037,新北市汐止區,忠山里,1590,3323
65000110038,新北市汐止區,環河里,542,1257
65000110039,新北市汐止區,東勢里,2401,4788
65000110040,新北市汐止區,山光里,1284,2958
65000110041,新北市汐止區,大同里,1302,2922
65000110042,新北市汐止區,崇德里,2142,5314
65000110043,新北市汐止區,湖興里,3041,6606
65000110044,新北市汐止區,長青里,539,930
65000110045,新北市汐止區,福安里,2886,7244
65000110046,新北市汐止區,秀山里,1902,4742
65000110047,新北市汐止區,建成里,2429,5422
65000110048,新北市汐止區,城中里,2037,4777
65000110049,新北市汐止區,湖蓮里,1512,2816
65000110050,新北市汐止區,保新里,1446,2960
65000120001,新北市瑞芳區,龍潭里,366,816
65000120002,新北市瑞芳區,龍興里,966,2198
65000120003,新北市瑞芳區,龍鎮里,570,1318
65000120004,新北市瑞芳區,龍川里,737,1821
65000120005,新北市瑞芳區,龍山里,593,1455
65000120006,新北市瑞芳區,龍安里,281,679
65000120007,新北市瑞芳區,爪峯里,1611,4121
65000120008,新北市瑞芳區,柑坪里,430,1198
65000120009,新北市瑞芳區,東和里,712,1854
65000120010,新北市瑞芳區,上天里,546,1414
65000120011,新北市瑞芳區,吉慶里,720,1854
65000120012,新北市瑞芳區,吉安里,1291,3321
65000120013,新北市瑞芳區,傑魚里,796,2163
65000120014,新北市瑞芳區,猴硐里,198,479
65000120015,新北市瑞芳區,光復里,133,254
65000120016,新北市瑞芳區,弓橋里,131,273
65000120017,新北市瑞芳區,碩仁里,71,134
65000120018,新北市瑞芳區,基山里,212,447
65000120019,新北市瑞芳區,永慶里,227,451
65000120020,新北市瑞芳區,崇文里,163,309
65000120021,新北市瑞芳區,福住里,92,173
65000120022,新北市瑞芳區,頌德里,175,347
65000120023,新北市瑞芳區,新山里,177,361
65000120024,新北市瑞芳區,瓜山里,97,169
65000120025,新北市瑞芳區,銅山里,100,188
65000120026,新北市瑞芳區,石山里,180,333
65000120027,新北市瑞芳區,濓新里,129,311
65000120028,新北市瑞芳區,濓洞里,251,485
65000120029,新北市瑞芳區,海濱里,685,1335
65000120030,新北市瑞芳區,瑞濱里,1073,2125
65000120031,新北市瑞芳區,深澳里,692,1426
65000120032,新北市瑞芳區,南雅里,93,265
65000120033,新北市瑞芳區,鼻頭里,256,907
65000120034,新北市瑞芳區,新峰里,1372,3636
65000130001,新北市土城區,埤塘里,2993,5621
65000130002,新北市土城區,土城里,893,2169
65000130003,新北市土城區,員林里,3184,7594
65000130004,新北市土城區,員仁里,2033,5683
65000130005,新北市土城區,長風里,813,2106
65000130006,新北市土城區,日新里,1759,4739
65000130007,新北市土城區,日和里,2819,7057
65000130008,新北市土城區,貨饒里,1945,4694
65000130009,新北市土城區,柑林里,1593,4004
65000130010,新北市土城區,埤林里,3183,8658
65000130011,新北市土城區,瑞興里,1243,3146
65000130012,新北市土城區,清水里,2963,8228
65000130013,新北市土城區,清和里,2346,6511
65000130014,新北市土城區,永豐里,1655,4513
65000130015,新北市土城區,清化里,630,1607
65000130016,新北市土城區,清溪里,2686,6994
65000130017,新北市土城區,峯廷里,2677,7604
65000130018,新北市土城區,平和里,2471,7196
65000130019,新北市土城區,廷寮里,1752,5054
65000130020,新北市土城區,大安里,2033,5090
65000130021,新北市土城區,永寧里,3260,8723
65000130022,新北市土城區,沛陂里,2000,4955
65000130023,新北市土城區,頂埔里,2049,5177
65000130024,新北市土城區,頂福里,2135,5555
65000130025,新北市土城區,頂新里,1285,3174
65000130026,新北市土城區,祖田里,602,1707
65000130027,新北市土城區,樂利里,1956,5124
65000130028,新北市土城區,廣福里,2095,5848
65000130029,新北市土城區,學府里,1259,3674
65000130030,新北市土城區,延壽里,1724,4505
65000130031,新北市土城區,安和里,1840,5056
65000130032,新北市土城區,青雲里,1262,3294
65000130033,新北市土城區,員福里,2103,5595
65000130034,新北市土城區,延吉里,1599,4461
65000130035,新北市土城區,復興里,1710,4564
65000130036,新北市土城區,裕生里,2167,5673
65000130037,新北市土城區,員信里,1650,4493
65000130038,新北市土城區,永富里,2184,5791
65000130039,新北市土城區,學成里,1197,3374
65000130040,新北市土城區,延和里,2690,7007
65000130041,新北市土城區,中正里,1273,3382
65000130042,新北市土城區,學士里,1901,5063
65000130043,新北市土城區,明德里,2442,6032
65000130044,新北市土城區,廣興里,1338,3613
65000130045,新北市土城區,青山里,1085,3124
65000130046,新北市土城區,金城里,2411,6266
65000130047,新北市土城區,延祿里,1577,4322
65000140001,新北市蘆洲區,正義里,5780,15537
65000140002,新北市蘆洲區,中原里,2307,6376
65000140003,新北市蘆洲區,中路里,1544,4267
65000140004,新北市蘆洲區,光華里,2032,5500
65000140005,新北市蘆洲區,保佑里,1437,3928
65000140006,新北市蘆洲區,水湳里,3926,10891
65000140007,新北市蘆洲區,樓厝里,2658,6843
65000140008,新北市蘆洲區,鷺江里,2102,5659
65000140009,新北市蘆洲區,恆德里,2602,6357
65000140010,新北市蘆洲區,溪墘里,1228,3257
65000140011,新北市蘆洲區,樹德里,1260,3311
65000140012,新北市蘆洲區,保和里,1008,2701
65000140013,新北市蘆洲區,仁復里,867,2206
65000140014,新北市蘆洲區,得勝里,1308,3407
65000140015,新北市蘆洲區,南港里,2083,6294
65000140016,新北市蘆洲區,永樂里,2257,6645
65000140017,新北市蘆洲區,永康里,2474,7106
65000140018,新北市蘆洲區,信義里,1472,4201
65000140019,新北市蘆洲區,玉清里,2394,6188
65000140020,新北市蘆洲區,復興里,1309,3642
65000140021,新北市蘆洲區,水河里,3490,9850
65000140022,新北市蘆洲區,仁愛里,1874,5394
65000140023,新北市蘆洲區,忠義里,1233,3391
65000140024,新北市蘆洲區,九芎里,1975,5628
65000140025,新北市蘆洲區,中華里,1292,3452
65000140026,新北市蘆洲區,得仁里,1159,3116
65000140027,新北市蘆洲區,仁德里,2009,5727
65000140028,新北市蘆洲區,仁義里,2811,5507
65000140029,新北市蘆洲區,光明里,1790,5067
65000140030,新北市蘆洲區,保新里,1557,4062
65000140031,新北市蘆洲區,長安里,1833,5379
65000140032,新北市蘆洲區,民和里,1052,2730
65000140033,新北市蘆洲區,忠孝里,877,2535
65000140034,新北市蘆洲區,福安里,1203,3344
65000140035,新北市蘆洲區,永安里,1908,5451
65000140036,新北市蘆洲區,延平里,1579,4331
65000140037,新北市蘆洲區,成功里,2656,7975
65000140038,新北市蘆洲區,永德里,1582,4648
65000150001,新北市五股區,興珍里,1700,4793
65000150002,新北市五股區,更寮里,429,1202
65000150003,新北市五股區,集福里,1571,4018
65000150004,新北市五股區,觀音里,522,1407
65000150005,新北市五股區,成州里,2418,6533
65000150006,新北市五股區,成功里,3465,7928
65000150007,新北市五股區,五龍里,477,1412
65000150008,新北市五股區,五股里,1962,4488
65000150009,新北市五股區,五福里,1323,3608
65000150010,新北市五股區,德音里,2037,5506
65000150011,新北市五股區,陸一里,1093,2576
65000150012,新北市五股區,貿商里,1237,3066
65000150013,新北市五股區,德泰里,1770,4667
65000150014,新北市五股區,成德里,1362,3571
65000150015,新北市五股區,六福里,1540,4018
65000150016,新北市五股區,集賢里,1568,4365
65000150017,新北市五股區,民義里,1417,3863
65000150018,新北市五股區,成泰里,5180,11556
65000150019,新北市五股區,水碓里,3047,8236
65000150020,新北市五股區,福德里,1421,3562
65000160001,新北市泰山區,大科里,336,958
65000160002,新北市泰山區,黎明里,1335,3640
65000160003,新北市泰山區,山腳里,2563,7134
65000160004,新北市泰山區,福泰里,1051,2914
65000160005,新北市泰山區,楓樹里,1747,4600
65000160006,新北市泰山區,同榮里,1545,4309
65000160007,新北市泰山區,義學里,1847,5057
65000160008,新北市泰山區,明志里,1475,3960
65000160009,新北市泰山區,貴子里,1661,4170
65000160010,新北市泰山區,貴和里,2006,5205
65000160011,新北市泰山區,同興里,1450,4078
65000160012,新北市泰山區,義仁里,3254,8720
65000160013,新北市泰山區,泰友里,755,2087
