VILLCODE,site_id,village,household_no,people_total
10013030015,屏東縣東港鎮,南平里,684,1728
10013030016,屏東縣東港鎮,船頭里,1081,2771
10013030017,屏東縣東港鎮,下廍里,700,2187
10013030018,屏東縣東港鎮,大潭里,622,1711
10013030020,屏東縣東港鎮,興農里,630,1629
10013030021,屏東縣東港鎮,興和里,403,1193
10013030022,屏東縣東港鎮,共和里,346,823
10013030023,屏東縣東港鎮,福德里,874,2126
10013030024,屏東縣東港鎮,東津里,1435,3736
10013030025,屏東縣東港鎮,內關帝里,983,2640
10013030026,屏東縣東港鎮,東新里,922,2465
10013030027,屏東縣東港鎮,新街里,1702,4521
10013030028,屏東縣東港鎮,東光里,747,2132
10013040001,屏東縣恆春鎮,城南里,458,1048
10013040002,屏東縣恆春鎮,城北里,1053,2638
10013040003,屏東縣恆春鎮,城西里,545,1325
10013040004,屏東縣恆春鎮,山腳里,1985,4997
10013040005,屏東縣恆春鎮,網紗里,1474,3766
10013040006,屏東縣恆春鎮,仁壽里,417,1003
10013040007,屏東縣恆春鎮,茄湖里,231,578
10013040008,屏東縣恆春鎮,頭溝里,241,534
10013040009,屏東縣恆春鎮,四溝里,486,1201
10013040010,屏東縣恆春鎮,德和里,448,1112
10013040011,屏東縣恆春鎮,龍水里,502,1285
10013040012,屏東縣恆春鎮,山海里,665,1803
10013040013,屏東縣恆春鎮,大光里,968,2623
10013040014,屏東縣恆春鎮,水泉里,624,1581
10013040015,屏東縣恆春鎮,南灣里,760,2055
10013040016,屏東縣恆春鎮,墾丁里,566,1395
10013040017,屏東縣恆春鎮,鵝鑾里,514,1246
10013050001,屏東縣萬丹鄉,萬安村,230,660
10013050002,屏東縣萬丹鄉,萬惠村,352,980
10013050003,屏東縣萬丹鄉,萬全村,1296,3831
10013050004,屏東縣萬丹鄉,萬後村,317,876
10013050005,屏東縣萬丹鄉,萬生村,567,1612
10013050006,屏東縣萬丹鄉,寶厝村,814,2575
10013050007,屏東縣萬丹鄉,四維村,770,2431
10013050008,屏東縣萬丹鄉,竹林村,568,1902
10013050009,屏東縣萬丹鄉,廣安村,815,2634
10013050010,屏東縣萬丹鄉,田厝村,340,1151
10013050011,屏東縣萬丹鄉,崙頂村,673,2118
10013050012,屏東縣萬丹鄉,厦北村,479,1788
10013050013,屏東縣萬丹鄉,厦南村,467,1622
10013050014,屏東縣萬丹鄉,上村村,290,965
10013050015,屏東縣萬丹鄉,加興村,415,1409
10013050016,屏東縣萬丹鄉,社口村,517,1708
10013050017,屏東縣萬丹鄉,磚寮村,337,1059
10013050018,屏東縣萬丹鄉,社皮村,701,2270
10013050019,屏東縣萬丹鄉,社上村,621,1863
10013050020,屏東縣萬丹鄉,社中村,634,1960
10013050021,屏東縣萬丹鄉,水泉村,600,1972
10013050022,屏東縣萬丹鄉,新庄村,803,2398
10013050023,屏東縣萬丹鄉,香社村,526,1716
10013050024,屏東縣萬丹鄉,後村村,362,1132
10013050025,屏東縣萬丹鄉,新鐘村,707,2324
10013050026,屏東縣萬丹鄉,灣內村,447,1599
10013050027,屏東縣萬丹鄉,興全村,381,1289
10013050028,屏東縣萬丹鄉,興安村,289,939
10013050029,屏東縣萬丹鄉,水仙村,193,642
10013050030,屏東縣萬丹鄉,甘棠村,156,427
10013060001,屏東縣長治鄉,進興村,1094,2986
10013060002,屏東縣長治鄉,新潭村,1541,4089
10013060003,屏東縣長治鄉,潭頭村,776,2243
10013060004,屏東縣長治鄉,香楊村,1240,3030
10013060005,屏東縣長治鄉,長興村,472,1181
10013060006,屏東縣長治鄉,德成村,387,978
10013060007,屏東縣長治鄉,德協村,391,1135
10013060008,屏東縣長治鄉,復興村,604,1611
10013060009,屏東縣長治鄉,崙上村,667,1817
10013060010,屏東縣長治鄉,德榮村,408,1241
10013060011,屏東縣長治鄉,德和村,304,828
10013060012,屏東縣長治鄉,繁華村,841,2646
10013060013,屏東縣長治鄉,繁昌村,580,1960
10013060014,屏東縣長治鄉,繁榮村,486,1606
10013060015,屏東縣長治鄉,繁隆村,419,1256
10013060016,屏東縣長治鄉,榮華村,312,836
10013070001,屏東縣麟洛鄉,新田村,813,2314
10013070002,屏東縣麟洛鄉,麟頂村,375,1025
10013070003,屏東縣麟洛鄉,麟蹄村,638,1632
10013070004,屏東縣麟洛鄉,麟趾村,1072,2817
10013070005,屏東縣麟洛鄉,田中村,431,1277
10013070006,屏東縣麟洛鄉,田心村,329,912
10013070007,屏東縣麟洛鄉,田道村,258,714
10013080001,屏東縣九如鄉,九清村,547,1616
10013080002,屏東縣九如鄉,九塊村,530,1576
10013080003,屏東縣九如鄉,九明村,680,1960
10013080004,屏東縣九如鄉,玉水村,480,1383
10013080005,屏東縣九如鄉,大坵村,449,1317
10013080006,屏東縣九如鄉,三塊村,579,1796
10013080007,屏東縣九如鄉,後庄村,624,2011
10013080008,屏東縣九如鄉,耆老村,481,1396
10013080009,屏東縣九如鄉,洽興村,520,1661
10013080010,屏東縣九如鄉,東寧村,1839,5245
10013080011,屏東縣九如鄉,玉泉村,631,1797
10013090001,屏東縣里港鄉,玉田村,1279,3903
10013090002,屏東縣里港鄉,大平村,483,1244
10013090003,屏東縣里港鄉,永春村,338,982
10013090004,屏東縣里港鄉,春林村,543,1548
10013090005,屏東縣里港鄉,過江村,813,2355
10013090006,屏東縣里港鄉,鐵店村,529,1673
10013090007,屏東縣里港鄉,塔樓村,549,1752
10013090008,屏東縣里港鄉,潮厝村,549,1854
10013090009,屏東縣里港鄉,茄苳村,579,1713
10013090010,屏東縣里港鄉,載興村,790,2627
10013090011,屏東縣里港鄉,土庫村,758,2203
10013090012,屏東縣里港鄉,三廍村,636,2098
10013090013,屏東縣里港鄉,中和村,353,1117
10013090014,屏東縣里港鄉,瀰力村,180,568
10013100001,屏東縣鹽埔鄉,新圍村,1055,3458
10013100002,屏東縣鹽埔鄉,高朗村,915,3134
10013100003,屏東縣鹽埔鄉,鹽北村,649,2030
10013100004,屏東縣鹽埔鄉,鹽中村,882,2644
10013100005,屏東縣鹽埔鄉,鹽南村,627,1926
10013100006,屏東縣鹽埔鄉,仕絨村,360,1186
10013100007,屏東縣鹽埔鄉,振興村,673,1994
10013100008,屏東縣鹽埔鄉,永隆村,231,583
10013100009,屏東縣鹽埔鄉,久愛村,311,975
10013100010,屏東縣鹽埔鄉,洛陽村,627,1775
10013100011,屏東縣鹽埔鄉,新二村,1303,3950
10013100012,屏東縣鹽埔鄉,彭厝村,345,1066
10013110001,屏東縣高樹鄉,高樹村,994,2377
10013110002,屏東縣高樹鄉,長榮村,575,1381
10013110003,屏東縣高樹鄉,東興村,359,789
10013110004,屏東縣高樹鄉,東振村,282,618
10013110005,屏東縣高樹鄉,源泉村,392,1129
10013110006,屏東縣高樹鄉,建興村,476,1274
10013110007,屏東縣高樹鄉,大埔村,267,640
10013110008,屏東縣高樹鄉,菜寮村,301,784
10013110009,屏東縣高樹鄉,司馬村,267,671
10013110010,屏東縣高樹鄉,舊寮村,524,1299
10013110011,屏東縣高樹鄉,新豐村,603,1570
10013110012,屏東縣高樹鄉,泰山村,890,2069
10013110013,屏東縣高樹鄉,南華村,491,1352
10013110014,屏東縣高樹鄉,廣福村,468,1141
10013110015,屏東縣高樹鄉,廣興村,403,1223
10013110016,屏東縣高樹鄉,舊庄村,395,1119
10013110017,屏東縣高樹鄉,田子村,413,1201
10013110018,屏東縣高樹鄉,鹽樹村,517,1279
10013110019,屏東縣高樹鄉,新南村,567,1634
10013120001,屏東縣萬巒鄉,萬巒村,463,1336
10013120002,屏東縣萬巒鄉,萬全村,284,802
10013120003,屏東縣萬巒鄉,萬和村,660,1932
10013120004,屏東縣萬巒鄉,鹿寮村,328,1003
10013120005,屏東縣萬巒鄉,硫黃村,199,586
10013120006,屏東縣萬巒鄉,泗溝村,425,1188
10013120007,屏東縣萬巒鄉,五溝村,383,1144
10013120008,屏東縣萬巒鄉,成德村,535,1581
10013120009,屏東縣萬巒鄉,萬金村,705,2227
10013120010,屏東縣萬巒鄉,赤山村,662,1903
10013120011,屏東縣萬巒鄉,佳佐村,562,1903
10013120012,屏東縣萬巒鄉,佳和村,479,1560
10013120013,屏東縣萬巒鄉,新厝村,437,1472
10013120014,屏東縣萬巒鄉,新置村,481,1316
10013130001,屏東縣內埔鄉,內埔村,1834,4473
10013130002,屏東縣內埔鄉,內田村,1378,3543
10013130003,屏東縣內埔鄉,興南村,487,1411
10013130004,屏東縣內埔鄉,義亭村,233,626
10013130005,屏東縣內埔鄉,美和村,936,2428
10013130006,屏東縣內埔鄉,和興村,1162,3203
10013130007,屏東縣內埔鄉,東寧村,1869,4902
10013130008,屏東縣內埔鄉,豐田村,1270,3459
10013130009,屏東縣內埔鄉,振豐村,590,1780
10013130010,屏東縣內埔鄉,富田村,728,2021
10013130011,屏東縣內埔鄉,竹圍村,717,2060
10013130012,屏東縣內埔鄉,東勢村,1102,3170
10013130013,屏東縣內埔鄉,東片村,344,995
10013130014,屏東縣內埔鄉,上樹村,400,1185
10013130015,屏東縣內埔鄉,老埤村,951,2536
10013130016,屏東縣內埔鄉,中林村,605,1734
10013130017,屏東縣內埔鄉,龍泉村,932,2733
10013130018,屏東縣內埔鄉,龍潭村,992,2699
10013130019,屏東縣內埔鄉,建興村,282,866
10013130020,屏東縣內埔鄉,大新村,679,1893
10013130021,屏東縣內埔鄉,黎明村,809,2724
10013130022,屏東縣內埔鄉,隘寮村,504,1445
10013130023,屏東縣內埔鄉,水門村,383,898
10013140001,屏東縣竹田鄉,竹田村,614,1596
10013140002,屏東縣竹田鄉,竹南村,326,940
10013140003,屏東縣竹田鄉,糶糴村,250,752
10013140004,屏東縣竹田鄉,履豐村,219,649
10013140005,屏東縣竹田鄉,頭崙村,481,1429
10013140006,屏東縣竹田鄉,二崙村,359,1057
10013140007,屏東縣竹田鄉,美崙村,226,674
10013140008,屏東縣竹田鄉,南勢村,186,493
10013140009,屏東縣竹田鄉,西勢村,918,2646
10013140010,屏東縣竹田鄉,福田村,168,514
10013140011,屏東縣竹田鄉,永豐村,431,944
10013140012,屏東縣竹田鄉,六巷村,269,858
10013140013,屏東縣竹田鄉,泗洲村,402,1195
10013140014,屏東縣竹田鄉,大湖村,428,1321
10013140015,屏東縣竹田鄉,鳳明村,412,1317
10013150001,屏東縣新埤鄉,新埤村,891,2128
10013150002,屏東縣新埤鄉,建功村,390,1085
10013150003,屏東縣新埤鄉,打鐵村,351,947
10013150004,屏東縣新埤鄉,南豐村,279,798
10013150005,屏東縣新埤鄉,萬隆村,657,1869
10013150006,屏東縣新埤鄉,箕湖村,371,1202
10013150007,屏東縣新埤鄉,餉潭村,479,1398
10013160001,屏東縣枋寮鄉,枋寮村,581,1326
10013160002,屏東縣枋寮鄉,新龍村,382,989
10013160003,屏東縣枋寮鄉,保生村,382,1027
10013160004,屏東縣枋寮鄉,中寮村,243,642
10013160005,屏東縣枋寮鄉,安樂村,638,1803
10013160006,屏東縣枋寮鄉,隆山村,1691,4758
10013160007,屏東縣枋寮鄉,天時村,765,2085
10013160008,屏東縣枋寮鄉,地利村,585,1541
10013160009,屏東縣枋寮鄉,人和村,881,2289
10013160010,屏東縣枋寮鄉,內寮村,287,764
10013160011,屏東縣枋寮鄉,新開村,345,964
10013160012,屏東縣枋寮鄉,太源村,399,1029
10013160013,屏東縣枋寮鄉,玉泉村,175,478
10013160014,屏東縣枋寮鄉,東海村,1080,2991
10013160015,屏東縣枋寮鄉,大庄村,227,677
10013170001,屏東縣新園鄉,瓦󿾨村,597,1871
10013170002,屏東縣新園鄉,仙吉村,1002,2834
10013170003,屏東縣新園鄉,田洋村,771,2478
10013170004,屏東縣新園鄉,港墘村,326,936
10013170005,屏東縣新園鄉,內庄村,318,917
10013170006,屏東縣新園鄉,新東村,880,2567
10013170007,屏東縣新園鄉,新園村,866,2505
10013170008,屏東縣新園鄉,烏龍村,459,1360
10013170009,屏東縣新園鄉,興龍村,799,2304
10013170010,屏東縣新園鄉,中洲村,650,1723
10013170011,屏東縣新園鄉,南龍村,557,1488
10013170012,屏東縣新園鄉,港西村,806,2252
10013170013,屏東縣新園鄉,五房村,1134,3020
10013170014,屏東縣新園鄉,鹽埔村,1794,4809
10013170015,屏東縣新園鄉,共和村,960,2503
10013180001,屏東縣崁頂鄉,崁頂村,877,3013
10013180002,屏東縣崁頂鄉,園寮村,805,2571
10013180003,屏東縣崁頂鄉,圍內村,441,1569
10013180004,屏東縣崁頂鄉,力社村,454,1618
10013180005,屏東縣崁頂鄉,洲子村,382,1267
10013180006,屏東縣崁頂鄉,北勢村,550,1800
10013180007,屏東縣崁頂鄉,越溪村,345,1150
10013180008,屏東縣崁頂鄉,港東村,691,2252
10013190001,屏東縣林邊鄉,林邊村,610,1595
10013190002,屏東縣林邊鄉,光林村,724,1705
10013190003,屏東縣林邊鄉,仁和村,759,1811
10013190004,屏東縣林邊鄉,中林村,337,764
10013190005,屏東縣林邊鄉,永樂村,1351,3510
10013190006,屏東縣林邊鄉,水利村,756,2023
10013190007,屏東縣林邊鄉,崎峯村,516,1359
10013190008,屏東縣林邊鄉,田厝村,392,1062
10013190009,屏東縣林邊鄉,竹林村,811,2068
10013190010,屏東縣林邊鄉,鎮安村,421,1191
10013200001,屏東縣南州鄉,溪洲村,702,1848
10013200002,屏東縣南州鄉,溪南村,407,997
10013200003,屏東縣南州鄉,仁里村,235,522
10013200004,屏東縣南州鄉,溪北村,282,731
10013200005,屏東縣南州鄉,七塊村,389,1105
10013200006,屏東縣南州鄉,萬華村,367,1060
10013200007,屏東縣南州鄉,米崙村,391,1123
10013200008,屏東縣南州鄉,壽元村,412,1181
10013200009,屏東縣南州鄉,同安村,400,1069
10013200010,屏東縣南州鄉,南安村,217,563
10013210001,屏東縣佳冬鄉,佳冬村,673,1662
10013210002,屏東縣佳冬鄉,六根村,584,1415
10013210003,屏東縣佳冬鄉,賴家村,322,793
10013210004,屏東縣佳冬鄉,萬建村,753,2002
10013210005,屏東縣佳冬鄉,石光村,770,2114
10013210006,屏東縣佳冬鄉,玉光村,868,2325
10013210007,屏東縣佳冬鄉,昌隆村,389,1020
10013210008,屏東縣佳冬鄉,豐隆村,289,727
10013210009,屏東縣佳冬鄉,大同村,452,1245
10013210010,屏東縣佳冬鄉,羌園村,428,1227
10013210011,屏東縣佳冬鄉,燄溫村,475,1201
10013210012,屏東縣佳冬鄉,塭豐村,984,2666
10013220001,屏東縣琉球鄉,本福村,918,2357
10013220002,屏東縣琉球鄉,中福村,595,1383
10013220003,屏東縣琉球鄉,漁福村,416,1100
10013220004,屏東縣琉球鄉,大福村,665,1878
10013220005,屏東縣琉球鄉,南福村,500,1271
10013220006,屏東縣琉球鄉,天福村,511,1252
10013220007,屏東縣琉球鄉,上福村,709,1882
10013220008,屏東縣琉球鄉,杉福村,398,964
10013230001,屏東縣車城鄉,福興村,653,1535
10013230002,屏東縣車城鄉,福安村,284,607
10013230003,屏東縣車城鄉,田中村,282,694
10013230004,屏東縣車城鄉,海口村,334,796
10013230005,屏東縣車城鄉,統埔村,174,405
10013230006,屏東縣車城鄉,溫泉村,417,946
10013230007,屏東縣車城鄉,保力村,592,1314
10013230008,屏東縣車城鄉,新街村,176,459
10013230009,屏東縣車城鄉,埔墘村,169,450
10013230010,屏東縣車城鄉,射寮村,223,578
10013230011,屏東縣車城鄉,後灣村,210,417
10013240001,屏東縣滿州鄉,滿州村,645,1596
10013240002,屏東縣滿州鄉,里德村,188,410
10013240003,屏東縣滿州鄉,永靖村,559,1333
10013240004,屏東縣滿州鄉,港口村,526,1317
10013240005,屏東縣滿州鄉,响林村,234,598
10013240006,屏東縣滿州鄉,長樂村,571,1429
10013240007,屏東縣滿州鄉,九棚村,157,365
10013240008,屏東縣滿州鄉,港仔村,149,326
10013250001,屏東縣枋山鄉,枋山村,438,1074
10013250002,屏東縣枋山鄉,加祿村,752,2106
10013250003,屏東縣枋山鄉,楓港村,431,1062
10013250004,屏東縣枋山鄉,善餘村,417,894
10013260001,屏東縣三地門鄉,三地村,524,1730
10013260002,屏東縣三地門鄉,達來村,134,411
10013260003,屏東縣三地門鄉,德文村,212,652
10013260004,屏東縣三地門鄉,大社村,240,768
10013260005,屏東縣三地門鄉,賽嘉村,252,888
10013260006,屏東縣三地門鄉,口社村,207,680
10013260007,屏東縣三地門鄉,馬兒村,125,393
10013260008,屏東縣三地門鄉,安坡村,178,590
10013260009,屏東縣三地門鄉,青山村,283,852
10013260010,屏東縣三地門鄉,青葉村,227,738
10013270001,屏東縣霧臺鄉,霧台村,415,1259
10013270002,屏東縣霧臺鄉,阿禮村,128,319
10013270003,屏東縣霧臺鄉,吉露村,82,198
10013270004,屏東縣霧臺鄉,大武村,157,524
10013270005,屏東縣霧臺鄉,佳暮村,130,412
10013270006,屏東縣霧臺鄉,好茶村,182,529
10013280001,屏東縣瑪家鄉,瑪家村,180,517
10013280002,屏東縣瑪家鄉,北葉村,326,948
10013280003,屏東縣瑪家鄉,凉山村,352,1245
10013280004,屏東縣瑪家鄉,佳義村,299,1075
10013280005,屏東縣瑪家鄉,排灣村,156,530
10013280006,屏東縣瑪家鄉,三和村,780,2405
10013290001,屏東縣泰武鄉,佳平村,286,1015
10013290002,屏東縣泰武鄉,武潭村,311,1174
10013290003,屏東縣泰武鄉,平和村,178,763
10013290004,屏東縣泰武鄉,佳興村,152,475
10013290005,屏東縣泰武鄉,泰武村,239,928
10013290006,屏東縣泰武鄉,萬安村,263,1003
10013300001,屏東縣來義鄉,來義村,344,1097
10013300002,屏東縣來義鄉,義林村,195,681
10013300003,屏東縣來義鄉,丹林村,269,851
10013300004,屏東縣來義鄉,古樓村,402,1292
10013300005,屏東縣來義鄉,文樂村,300,1004
10013300006,屏東縣來義鄉,望嘉村,303,1047
10013300007,屏東縣來義鄉,南和村,457,1425
10013310001,屏東縣春日鄉,春日村,364,1186
10013310002,屏東縣春日鄉,古華村,243,830
10013310003,屏東縣春日鄉,士文村,97,389
10013310004,屏東縣春日鄉,七佳村,337,1134
10013310005,屏東縣春日鄉,歸崇村,255,789
10013310006,屏東縣春日鄉,力里村,152,597
10013320001,屏東縣獅子鄉,楓林村,288,845
10013320002,屏東縣獅子鄉,丹路村,314,914
10013320003,屏東縣獅子鄉,草埔村,260,709
10013320004,屏東縣獅子鄉,內文村,93,256
10013320005,屏東縣獅子鄉,竹坑村,113,314
10013320006,屏東縣獅子鄉,獅子村,190,597
10013320007,屏東縣獅子鄉,內獅村,225,768
10013320008,屏東縣獅子鄉,南世村,132,422
10013330001,屏東縣牡丹鄉,石門村,787,1897
10013330002,屏東縣牡丹鄉,牡丹村,315,784
10013330003,屏東縣牡丹鄉,東源村,206,497
10013330004,屏東縣牡丹鄉,旭海村,202,396
10013330005,屏東縣牡丹鄉,高士村,238,662
10013330006,屏東縣牡丹鄉,四林村,254,618
10014010001,臺東縣臺東市,富岡里,629,1611
10014010002,臺東縣臺東市,富豐里,397,977
10014010003,臺東縣臺東市,岩灣里,1163,2434
10014010004,臺東縣臺東市,南王里,1243,3182
10014010005,臺東縣臺東市,卑南里,1292,3199
10014010006,臺東縣臺東市,南榮里,1155,3095
10014010007,臺東縣臺東市,新生里,3146,7497
10014010008,臺東縣臺東市,民生里,1472,3463
10014010009,臺東縣臺東市,寶桑里,400,967
10014010010,臺東縣臺東市,馬蘭里,1166,3497
10014010011,臺東縣臺東市,中心里,1423,4122
10014010012,臺東縣臺東市,自強里,1883,5282
10014010013,臺東縣臺東市,民族里,677,2254
10014010014,臺東縣臺東市,四維里,294,734
10014010015,臺東縣臺東市,中華里,754,1875
10014010016,臺東縣臺東市,強國里,272,689
10014010017,臺東縣臺東市,建國里,573,1357
10014010018,臺東縣臺東市,民權里,371,900
10014010019,臺東縣臺東市,仁愛里,319,738
10014010020,臺東縣臺東市,中正里,367,801
10014010021,臺東縣臺東市,大同里,335,826
10014010022,臺東縣臺東市,成功里,383,891
10014010023,臺東縣臺東市,文化里,568,1446
10014010024,臺東縣臺東市,中山里,357,957
10014010025,臺東縣臺東市,復國里,294,637
10014010026,臺東縣臺東市,興國里,348,958
10014010027,臺東縣臺東市,復興里,185,450
10014010028,臺東縣臺東市,鐵花里,188,407
10014010029,臺東縣臺東市,新園里,765,1849
10014010030,臺東縣臺東市,豐田里,1036,2596
10014010031,臺東縣臺東市,豐年里,1440,3523
10014010032,臺東縣臺東市,光明里,1344,3341
10014010033,臺東縣臺東市,豐樂里,591,1767
10014010034,臺東縣臺東市,永樂里,922,2682
10014010035,臺東縣臺東市,康樂里,612,1582
10014010036,臺東縣臺東市,東海里,1302,3389
10014010037,臺東縣臺東市,新興里,467,1066
10014010038,臺東縣臺東市,豐榮里,3827,9383
10014010039,臺東縣臺東市,豐谷里,2118,5799
10014010040,臺東縣臺東市,豐里里,979,2720
10014010041,臺東縣臺東市,豐原里,496,1393
10014010042,臺東縣臺東市,建和里,609,1597
10014010043,臺東縣臺東市,建興里,409,1022
10014010044,臺東縣臺東市,建業里,575,1410
10014010045,臺東縣臺東市,知本里,616,1550
10014010046,臺東縣臺東市,建農里,886,2295
10014020001,臺東縣成功鎮,博愛里,310,629
10014020002,臺東縣成功鎮,忠孝里,462,1014
10014020003,臺東縣成功鎮,三仙里,617,1471
10014020004,臺東縣成功鎮,三民里,1128,2973
10014020005,臺東縣成功鎮,忠智里,772,2144
10014020006,臺東縣成功鎮,忠仁里,915,2432
10014020007,臺東縣成功鎮,和平里,360,790
10014020008,臺東縣成功鎮,信義里,800,1933
10014030001,臺東縣關山鎮,德高里,711,1878
10014030002,臺東縣關山鎮,豐泉里,480,1317
10014030003,臺東縣關山鎮,新福里,399,1013
10014030004,臺東縣關山鎮,中福里,338,874
10014030005,臺東縣關山鎮,里壠里,734,1870
10014030006,臺東縣關山鎮,電光里,225,590
10014030007,臺東縣關山鎮,月眉里,314,759
10014040001,臺東縣卑南鄉,嘉豐村,215,530
10014040002,臺東縣卑南鄉,利吉村,203,492
10014040003,臺東縣卑南鄉,富山村,244,528
10014040004,臺東縣卑南鄉,富源村,164,339
10014040005,臺東縣卑南鄉,明峰村,520,1272
10014040006,臺東縣卑南鄉,初鹿村,534,1385
10014040007,臺東縣卑南鄉,美農村,523,1162
10014040008,臺東縣卑南鄉,賓朗村,972,2501
10014040009,臺東縣卑南鄉,泰安村,526,1307
10014040010,臺東縣卑南鄉,太平村,1446,3562
10014040011,臺東縣卑南鄉,利嘉村,483,1289
10014040012,臺東縣卑南鄉,東興村,502,1308
10014040013,臺東縣卑南鄉,溫泉村,559,1201
10014100001,臺東縣大武鄉,大竹村,375,830
10014100002,臺東縣大武鄉,大鳥村,529,1272
10014100003,臺東縣大武鄉,大武村,622,1469
10014100004,臺東縣大武鄉,尚武村,666,1476
10014100005,臺東縣大武鄉,南興村,279,601
10014090001,臺東縣太麻里鄉,美和村,565,1466
10014090002,臺東縣太麻里鄉,三和村,277,634
10014090003,臺東縣太麻里鄉,華源村,324,631
10014090004,臺東縣太麻里鄉,北里村,315,627
10014090005,臺東縣太麻里鄉,泰和村,705,1559
10014090006,臺東縣太麻里鄉,大王村,900,2009
10014090007,臺東縣太麻里鄉,香蘭村,386,906
10014090008,臺東縣太麻里鄉,金崙村,865,1972
10014090009,臺東縣太麻里鄉,多良村,483,1039
10014070001,臺東縣東河鄉,北源村,852,1655
10014070002,臺東縣東河鄉,泰源村,509,1256
10014070003,臺東縣東河鄉,東河村,451,1054
10014070004,臺東縣東河鄉,尚德村,125,275
10014070005,臺東縣東河鄉,隆昌村,269,558
10014070006,臺東縣東河鄉,興昌村,497,983
10014070007,臺東縣東河鄉,都蘭村,992,2343
10014080001,臺東縣長濱鄉,樟原村,285,628
10014080002,臺東縣長濱鄉,三間村,537,1269
10014080003,臺東縣長濱鄉,忠勇村,230,601
10014080004,臺東縣長濱鄉,長濱村,865,2149
10014080005,臺東縣長濱鄉,竹湖村,393,922
10014080006,臺東縣長濱鄉,寧埔村,571,1242
10014050001,臺東縣鹿野鄉,瑞和村,260,723
10014050002,臺東縣鹿野鄉,瑞豐村,395,946
10014050003,臺東縣鹿野鄉,瑞源村,381,948
10014050004,臺東縣鹿野鄉,永安村,636,1623
10014050005,臺東縣鹿野鄉,瑞隆村,400,962
10014050006,臺東縣鹿野鄉,鹿野村,472,1152
10014050007,臺東縣鹿野鄉,龍田村,472,1155
10014060001,臺東縣池上鄉,福文村,506,1250
10014060002,臺東縣池上鄉,慶豐村,270,738
10014060003,臺東縣池上鄉,大坡村,145,351
10014060004,臺東縣池上鄉,大埔村,335,881
10014060005,臺東縣池上鄉,福原村,865,2242
10014060006,臺東縣池上鄉,錦園村,158,360
10014060007,臺東縣池上鄉,新興村,382,927
10014060008,臺東縣池上鄉,萬安村,144,336
10014060009,臺東縣池上鄉,富興村,166,434
10014060010,臺東縣池上鄉,振興村,195,480
10014110001,臺東縣綠島鄉,公舘村,344,1134
10014110002,臺東縣綠島鄉,中寮村,349,1189
10014110003,臺東縣綠島鄉,南寮村,506,1761
10014130001,臺東縣延平鄉,武陵村,229,736
10014130002,臺東縣延平鄉,永康村,120,393
10014130003,臺東縣延平鄉,紅葉村,148,516
10014130004,臺東縣延平鄉,鸞山村,216,688
10014130005,臺東縣延平鄉,桃源村,363,1240
10014120001,臺東縣海端鄉,廣原村,254,946
10014120002,臺東縣海端鄉,霧鹿村,92,315
10014120003,臺東縣海端鄉,利稻村,81,326
10014120004,臺東縣海端鄉,海端村,300,1194
10014120005,臺東縣海端鄉,崁頂村,206,743
10014120006,臺東縣海端鄉,加拿村,157,621
10014150001,臺東縣達仁鄉,台坂村,274,694
10014150002,臺東縣達仁鄉,土坂村,357,981
10014150003,臺東縣達仁鄉,新化村,155,376
10014150004,臺東縣達仁鄉,安朔村,309,623
10014150005,臺東縣達仁鄉,森永村,197,404
10014150006,臺東縣達仁鄉,南田村,138,345
10014140001,臺東縣金峰鄉,新興村,203,652
10014140002,臺東縣金峰鄉,正興村,225,710
10014140003,臺東縣金峰鄉,嘉蘭村,490,1516
10014140004,臺東縣金峰鄉,賓茂村,142,390
10014140005,臺東縣金峰鄉,歷坵村,130,396
10014160001,臺東縣蘭嶼鄉,東清村,552,1588
10014160002,臺東縣蘭嶼鄉,朗島村,346,940
10014160003,臺東縣蘭嶼鄉,紅頭村,618,1484
10014160004,臺東縣蘭嶼鄉,椰油村,448,1210
10015010001,花蓮縣花蓮市,民立里,788,1939
10015010002,花蓮縣花蓮市,民運里,979,2225
10015010003,花蓮縣花蓮市,民族里,217,524
10015010004,花蓮縣花蓮市,主信里,385,860
10015010005,花蓮縣花蓮市,主睦里,290,699
10015010006,花蓮縣花蓮市,主和里,1408,3602
10015010007,花蓮縣花蓮市,國威里,1128,2177
10015010008,花蓮縣花蓮市,國風里,1585,4359
10015010009,花蓮縣花蓮市,民德里,838,1855
10015010010,花蓮縣花蓮市,民意里,959,2223
10015010012,花蓮縣花蓮市,主義里,218,531
10015010013,花蓮縣花蓮市,主工里,254,673
10015010014,花蓮縣花蓮市,主農里,1610,4378
10015010015,花蓮縣花蓮市,國治里,461,1111
10015010016,花蓮縣花蓮市,國富里,2327,5438
10015010017,花蓮縣花蓮市,民政里,1787,4222
10015010018,花蓮縣花蓮市,民勤里,1677,4281
10015010019,花蓮縣花蓮市,民生里,600,1348
10015010020,花蓮縣花蓮市,主商里,266,714
10015010021,花蓮縣花蓮市,主學里,886,2344
10015010022,花蓮縣花蓮市,國光里,601,1462
10015010023,花蓮縣花蓮市,國聯里,1476,3090
10015010024,花蓮縣花蓮市,國強里,778,2067
10015010025,花蓮縣花蓮市,民心里,417,1030
10015010026,花蓮縣花蓮市,民樂里,304,703
10015010027,花蓮縣花蓮市,民主里,305,680
10015010028,花蓮縣花蓮市,主勤里,410,975
